ZoneName,adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyAddress,companyId,companyName,contactPhone,floor,garages,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,publicationStatus,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
,0,,Arboles frutales,"Balcon, Bano Auxiliar, Closet, Patio, Ventilacion Natural","Bombas de gasolina, Cerca a sector comercial, Cerca centro comercial, Colegios / Universidades, Restaurantes, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",110,2,Mas de 30 anos,Venta,5500006,Medellin,"Se vende casa a alcobas,  4 closets,  sala comedor,  cocina sencilla,  2 patios,  2 banos reformados ,  balcon,  zona de ropas,  piso de baldosa (se va a cambiar el piso ),  zona de ropas,  110 metros.  628-3014.",,,1198780,Inmobiliaria Ochoa,,,,6.227035046,-75.59954834,,20,CARRERA 79A   23- 12,5987850,Casa,Used,,,,4,350000000,,3,0
NorOriente,0,,,"Balcon, Cocina Integral","Colegios / Universidades, Supermercados / C.Comerciales",80,2,,Venta,5500006,Medellin,"SE  VENDE  CASA  UNIFAMILIAR  CON  TRES HABITACIONES   CON CLOSET ,  ESTUDIO  CON BIBLIOTECA ,  PATIO DE ROPAS ,  COCINA  INTEGRAL ,   DOS BANOS  UNO CON BANERA ,  BUARDILLA  MUEBLE DE ENTRETENIMIENTO ,  SALA,  COMEDOR ,  RED DE  GAS , 1deg PISO  EN POCELANATO , Y BALCON  .",,,416189,Arrendamientos Alnago,,1,,6.237129211,-75.55605316,,23,calle 51 #17-71,6157655,Casa,Used,,,,3,180000000,,3,5500103
NorOccidente,0,,Terraza,"Balcon, Piso en Baldosa /  Marmol","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",89,1,,Venta,5500006,Medellin,Casa para la venta en el barrio Robledo parte alta cuenta con un area de 89 M2 en 3 niveles el primer piso consta de sala comedor 1 bano cocina segundo piso 2 habitaciones 1 con balcon tercer terraza con pequena manzarda libre para una habitacion adicional transporte publico cercano rutas de transporte integradas al sistema Metro tiene cernia a tiendas supermercados farmacias entre otros,Robledo,,438103,HECTOR MUNERA,,,,6.288504124,-75.58973694,Robledo,18,CL 80B#89-64,6139167,Casa,Used,,,,2,115000000,,2,5500104
Occidente,0,,,,"Colegios / Universidades, Supermercados / C.Comerciales, Zona Residencial",483,0,,Venta,5500006,Medellin,CASAS CONTINUAS UNIFAMILIARES EN VENTA SECTOR EXITO DE LAURELES. AREA TOTAL LOTE : 483.92 M2  18.4 DE FRENTE X 26.3 DE FONDO PEDIDO: 2.700 MILLONES..,Laureles,,88701,BienesyAutos.com,,,,6.244158745,-75.59597778,Laureles,7,Exito de Laureles,6116502,Casa,Used,,,,0,2700000000,,5,5500106
SurOriente,1000000,,"Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Piscina, Terraza, Vigilancia, Zonas Verdes","Balcon, Cocina Integral, Comedor auxiliar, Cuarto de Servicio, Estudio, Hall de Alcobas, Instalacion de gas, Zona de lavanderia","Colegios / Universidades, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",505,6,,Venta,5500006,Medellin,"CASA CAMPESTRE EN VENTA EL POBLADO SECTOR MIRADOR DEL POBLADO. 4 Habitaciones,  alcoba de servicio,  6 banos,  cocina integral,  patio de ropas,  2 salas,  comedor principal y auxiliar,  biblioteca,  star,  balcones,  4 parqueaderos,  deck,  espacio para piscina amplia,  zonas verdes,  unidad cerrada,  porteria 24 horas,  estrato 6. AREA CONSTRUIDA: 505 M2 AREA LOTE: 3.600 M2 ADMINISTRACION: $1.000.000 PEDIDO: 4.800 MILLONES.",El Poblado,,88701,BienesyAutos.com,,,4,6.208995342,-75.56625366,El Poblado,16,Mirador del Poblado,6116413,Casa,Used,,,,5,4800000000,,6,5500102
SurOccidente,1000,,,"Bano Auxiliar, Calentador, Cocina Integral, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",160,2,9 a 15 anos,Venta,5500006,Medellin,"4 alcobas, 2 banos, 3 patios, sala, comedor, cocina integral, patio de ropas, garaje.Ubicada a 2 cuadras del Centro Comercial Los Molinos y a 1 cuadra de la estacion los Alpes del Metroplus.Casa con excelentes acabados, en via tranquila con poco trafico vehicular.",Belen La Palma,,2221663,Fernando Zuluaga,,1,1,6.230067253,-75.60121155,Belen La Palma,9,Belen La Palma,6139012,Casa,Used,,,,4,480000000,,4,5500105
,0,,,,,120,1,,Venta,5500006,Medellin,Barrio Oriente parte alta de manrique oriental tiene solar Energia prepago Agua propia Hasta la casa entra moto Se vende con COMPRAVENTA Precio 35millones,,,256271,Andres Aguirre,,,,0,0,,4,Crr 23 cc  84B 05,6138882,Casa,Used,,,,2,35000000,,,0
SurOriente,0,,"En conjunto cerrado, Garaje / Parqueadero(s), Parqueadero Visitantes, Porteria / Recepcion, Terraza, Zona Infantil, Zonas Verdes","Balcon, Calentador, Closet, Cuarto de Servicio, Estudio, Patio, Puerta de seguridad, Zona de lavanderia",,320,4,,Venta,5500006,Medellin,"Casa en unidad cerrada sector Los Parra,  facil acceso desde la Inferior,  cercania al Mall Ventura y El Tesoro. Piso en porcelanato y madera,  dos niveles,  puerta de seguridad,  sala y comedor independientes,  biblioteca.  3 alcobas con bano en cada una,  Cocina integral tipo isla,  patio con jardin interno muy amplio,  balcon y parqueaderos paralelos cubiertos. Parque infantil,  salon social,  vigilancia 24 horas,  citofonia y circuito cerrado de tv..",,,345580,Prointegral,,,,6.201599121,-75.57213593,,20,,3848463,Casa,Used,,,,3,1220000000,,6,5500102
SurOriente,0,,"En conjunto cerrado, Garaje / Parqueadero(s), Parqueadero Visitantes, Piscina, Porteria / Recepcion, Salon Comunal, Zona Infantil, Zonas Verdes","Balcon, Calentador, Closet, Cuarto de Servicio, Estudio, Instalacion de gas, Zona de lavanderia",,276,4,,Venta,5500006,Medellin,"Casa en unidad cerrada sector San Lucas cerca al colegio Montesori,  supermercados y rutas de transporte publico.Piso en porcelanato,  dos niveles,  hall de acceso,  sala comedor,  estudio,  estar de tv. 3 alcobas con bano en cada una,  jacuzzi en la principal,  cocina integral,  balcon,  jardin y parqueaderos independientes cubiertos. Piscina,  parque infantil,  zonas verdes,  vigilancia 24 horas,  citofonia y circuito cerrado de tv...",,,345580,Prointegral,,,,6.201599121,-75.57213593,,20,,3763002,Casa,Used,,,,3,770000000,,6,5500102
,0,,,"Calentador, Closet, Cocina Integral, Comedor auxiliar, Instalacion de gas",,72,1,,Venta,5500006,Medellin,"SE VENDE CASA EN ROBLEDO-VILLA FLORA,  CON 2 HABITACIONES, 1 BANOS, SALA COMEDOR, PATIO, RED DE GAS Y CALENTADOR  CERCA A LA U DE ESUMER  .",,,416189,Arrendamientos Alnago,,1,,0,0,,12,calle76ff#82ff-49,6141097,Casa,Used,,,,2,150000000,,2,0
NorOriente,0,,,"Balcon, Closet",,140,2,,Venta,5500006,Medellin,"se vende casa en el sector de buenos aires milaflores,   dividida en 2 apartamentos con 2 habiatciones cada uno- sala comedor-bano y zonas de ropas,  tambien tiene una terraza  .",,,416189,Arrendamientos Alnago,,3,,6.238763809,-75.55065155,,16,calle48#26a-21,6141099,Casa,Used,,,,4,330000000,,3,5500103
NorOriente,0,,,"Balcon, Bano Auxiliar, Closet, Cocina Equipada, Comedor auxiliar, Instalacion de gas",,170,2,,Venta,5500006,Medellin,"Se vende casa en el sector de campo valdes,  con un valos de 240.000.000  tiene 5 alcobas,  sala,  comedor,  3 closet,  2 cocinas,  2 patios,  red de gas,  piso en baldosa,  balcon,  estrato 3,  terraza,  2 banos,  area 170mts.  tiene solar.  cerca a el Jardin Botanico  .",,,416189,Arrendamientos Alnago,,2,,6.270350456,-75.56030273,,21,calle76#50-76,6141074,Casa,Used,,,,5,240000000,,3,5500103
NorOriente,0,,,"Balcon, Closet, Cocina Equipada",,50,1,,Venta,5500006,Medellin,"SE VENDE CASA EN EL SECTOR DE LA MILAGROSA  CON 2 HABITACIONES,  SALON COMEDOR,  COCINA SEMI-INTEGRAL, BALCON, ZONA DE ROPAS, 1 BANO .",,,416189,Arrendamientos Alnago,,2,,6.2346735,-75.55821991,,13,calle38b#31-62,6141093,Casa,Used,,,,2,135000000,,3,5500103
NorOriente,0,,,"Balcon, Bano Auxiliar, Bano Independiente, Calentador, Closet, Cocina Integral, Instalacion de gas",,110,2,,Venta,5500006,Medellin,"SE VENDE CASA EN LA MILAGROSA,  CON 6 HABITACIONES,  DOS BANOS,  DOS BALCONES, RED DE GAS,  GARAJE PARA 1 CARRO,   3 PISOS. .",,,416189,Arrendamientos Alnago,,1,1,6.234818459,-75.55775452,,15,CALLE39#31-11,6141096,Casa,Used,,,,6,260000000,,3,5500103
Centro,0,,,"Bano Auxiliar, Barra estilo americano, Calentador, Closet, Cocina Integral, Comedor auxiliar, Instalacion de gas",,128,2,,Venta,5500006,Medellin,"Se vende casa en el sector del Salvador,  cuenta con 4 alcobas,  comedor,  sala comedor,  4 closet,  cocina integral,  patio,  red de gas,  calentador de gas,  piso en ceramica,  estrato 3,  area de 128mt,  2 banos.  cerca a el colegio Thomas Carrasquilla,  a la iglesia de el salvador,  a 1 cuadra de la cancha de bomberos  valor 320.000.000    .",,,416189,Arrendamientos Alnago,,2,,6.24053669,-75.56054688,,17,calle43#36a-102,6141070,Casa,Used,,,,4,320000000,,3,5500101
,0,,,"Balcon, Bano Auxiliar, Closet, Cocina Integral, Instalacion de gas",,102,2,,Venta,5500006,Medellin,"Se vende casa en el barrio palmas,  es 3 y 4 piso,  tiene  5 alcobas,  salon comedor,  1 closet,  gabinetes,  cocina integral,  patio,  red de gas,  piso en ceramica,  bacon,  estrato 2,  area de 102.69 mt,  2 banos  precio: 280.000.000 .",,,416189,Arrendamientos Alnago,,3,,6.239283085,-75.56460571,,19,carrera39b#39d-27,6122778,Casa,Used,,,,5,280000000,,2,0
SurOriente,690000,,"Cancha de Tennis, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardin, Parqueadero Visitantes, Terraza, Vigilancia, Vista panoramica, Vivienda Multifamiliar, Zonas Verdes","Balcon, Bano Auxiliar, Calentador, Citofono, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",250,4,16 a 30 anos,Venta,5500006,Medellin,"Excelente propiedad,  ubicada en El Poblado,  sector la Visitacion,  unidad cerrada,  3 alcobas,  servicio,  biblioteca,  terraza y estadero,  zonas verdes,  unidad con cancha multiple,  juegos infantiles..",La Visitacion,,306957,MEDIO INMOBILIARIO,,,3,0,0,La Visitacion,14,Poblado,5308998,Casa,Used,,,,3,830000000,,6,5500102
SurOccidente,122000,,"Canchas Deportivas, Circuito cerrado de TV, En conjunto cerrado, Jardin, Parqueadero Visitantes, Piscina, Salon Comunal, Vigilancia, Zonas Verdes","Bano Auxiliar, Calentador, Cocina Integral, Instalacion de gas, Patio","Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",120,3,,Venta,5500006,Medellin,"Casa en venta en Rodeo Alto,  120 m2 en reformas,  en escrituras 70 m2,   3 niveles,  4 alcobas,  3 banos,  estudio,  sala,  comedor,  cocina integral,  red de gas,  calentador,  patio,  cuarto util,  parqueadero para carro y moto,  unidad cerrada con porteria 24/7,  salon social,  piscina,  cancha deportiva,  juegos infantiles y zonas verdes..",Rodeo Alto,,1106618,ASESORIA INMOBILIARIA Y PROYECTOS,,1,1,6.202293396,-75.58250427,Rodeo Alto,29,cra 79 c  8 sur-50,6062233,Casa,Used,,,,4,265000000,,3,5500105
,0,,,,,211,4,,Venta,5500006,Medellin,Area 211 76 superficial Dos pisos cinco habitaciones estudio de 3 5 X 7 metros patio cubierto y destapado con arboles frutales balcon 4 parqueaderos dos exteriores uno doble lineal Interno 4 banos tres con ducha,,,3000183,Camilo Castillo Marin,,,,0,0,,6,Carrera 82a  50a - 54 ,6142136,Casa,Used,,,,4,880000000,,,0
NorOccidente,0,,"Salon Comunal, Zonas Verdes","Bano Auxiliar, Cocina Integral, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia",,60,2,9 a 15 anos,Venta,5500006,Medellin,FAVOR LLAMAR A LUZ MARY MARIN,Robledo,,3002513,LUZ MARY MARIN,,2,,0,0,Robledo,5,URB. PUERTAS DEL SOL,6145712,Casa,Used,,,,3,135000000,,2,5500104
SurOriente,478000,,"En conjunto cerrado, Gimnasio, Parqueadero Visitantes, Salon Comunal, Vigilancia","Bano Auxiliar, Calentador, Chimenea, Citofono, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",227,4,16 a 30 anos,Venta,5500006,Medellin,"SILENCIO TOTAL Y MUCHA TRANQUILIDAD,  esta Comoda casa de 3 niveles ubicada arriba de la transv. superior con los Balsos,  tiene 227 mts asi: 4 habitaciones,  la principal con bano y vestier,  una auxiliar con bano,  closet de linos,  estudio y estar,  sala y comedor independientes,  deck con zona verde de 40 mts aprox,  cocina remodelada con despensa,  habitacion de servicio con bano,  2 parqueaderos y util. Unidad con juegos infantiles y salon social. Predial $1.420.000 trimestrales.",El Poblado,,353332,RichiArbelaez Asesor Inmobiliario,,3,2,6.190639496,-75.57859039,El Poblado,21,Calle 16 Sur No. 21-81,5690265,Casa,Used,,,,4,820000000,,6,5500102
SurOccidente,116000,,"En conjunto cerrado, Salon Comunal, Vigilancia, Vivienda Bifamiliar, Zonas Verdes","Bano Auxiliar, Cocina Integral, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",60,2,9 a 15 anos,Venta,5500006,Medellin,"Codigo Arrendamientos Santa Fe: V9854. Propiedad ubicada en Belen Rincon,  con facil acceso al servicio de transporte publico integrado y principales vias de la ciudad como la Avenida 80,  esta cerca de Surtimax,  tiendas D1 y Unidad Deportiva..",Belen Rincon,,1851525,Arrendamientos Santa Fe,,1,,6.216139793,-75.60381317,Belen Rincon,22,Carrera 79AB No. 03C-18,6145370,Casa,Used,,,,3,180000000,,3,5500105
,0,,Alcantarillado,,,305,3,,Venta,5500006,Medellin,"Experimente el mas alto nivel de lujo y arquitectura colombiana,  combinado con los mejores materiales de Europa y la pristina y virgen selva de Cerro Tusa: esta exclusiva comunidad de mas de 28 hectareas puede convertirse en su segunda residencia o en su casa de retiro cerca a Medellin.  Elija entre 10 parcelas de cada una 2 hectareas y uno de los 3 tipos de villas para construir la casa de sus suenos:   EXCLUSIVDE DELUXE VILLA: COP  Esta exclusiva villa de lujo de 547 metros cuadrados ha sido hecha a medida con los mejores materiales europeos. Cuenta con 3 dormitorios,  cada uno con su propio bano en suite y terraza,  asi como 2 banos adicionales para invitados y personal. Lo mas destacado de esta villa es la piscina de 90 metros cuadrados debajo de las palmeras arqueadas y frente a la naturaleza virgen.    PRIME MASTER VILLA  COP  Combinando simplicidad con elegancia,  esta lujosa casa de 450 m2 esta disenada para vivir la vida al maximo. Cuenta con 2 dormitorios principales,  cada uno con un bano comp",,,2685125,LATIN EXCLUSIVE LUXURY RENTALS SAS,,,,5.967820168,-75.7832489,,22,venecia,6058688,Casa,Used,,,,3,5125212059,,2,0
Occidente,0,,"Cochera, Garaje / Parqueadero(s), Garaje(s), Vista panoramica","Balcon, Bano Auxiliar, Bano Independiente, Calentador, Closet, Cocina Integral, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Cerca de Zona Urbana, Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",236,4,,Venta,5500006,Medellin,"Casa unifamiliar en excelente estado,  muy iluminada,  con excelentes acabados,  remodelada,  amplias alcobas,  dos patios,  dos alcobas con bano privado,  sala de TV con balcon,  garaje electronico con cupo para dos carros. Zona de alta valorizacion,  cerca de todos los servicios,  colegios,  universidades,  mall comercial,  iglesias. Precio negociable,  opcion de recibir propiedad de menor valor. .",,,96715,Martinez Asociados Inmobiliaria,,1,1,6.266984463,-75.5919342,,26,Calle 54#77B-116,5901877,Casa,Used,,,,4,798000000,,5,5500106
SurOriente,515000,,"Cancha de Tennis, Parqueadero Visitantes, Piscina, Porteria / Recepcion, Vigilancia","Alarma, Cuarto de Servicio, Parqueadero Visitantes, Zona de BBQ",Seguridad,227,3,16 a 30 anos,Venta,5500006,Medellin,"Para la venta comoda casa espacios amplios y generosos ubicada en el barrio el Poblado cuenta con 4 habitaciones mas alcoba del servicio 4 banos , 3 parqueaderos unidad cerrada con un patio interior muy comodo rodeada de arboles y vegetacion un lugar muy tranquilo para departir en familia..",,,545767,Century 21 Radial,,1,3,6.20149231,-75.56554413,,14,"Carrera 33 1-48, El Poblado, SurOriente, Medellín, Antioquia",5609252,Casa,Used,,,,4,920000000,,6,5500102
Occidente,0,,,"Balcon, Bano de Servicio, Calentador, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Residencial",310,5,16 a 30 anos,Venta,5500006,Medellin,"CASA PARA LA VENTA ESTA UBICADA CERCA AL ESTADIO, CUARTA BRIGADA, AV 80 Y CALLE COLOMBIA.",Los Colores,,1602533,Inversiones Y Consultorias Inmobiliarias S.A.S,,1,2,6.273595333,-75.56226349,Los Colores,20,CR 51  79-12 PISO 1,5561564,Casa,Used,,,,6,1100000000,,5,5500106
SurOccidente,210000,,,,,90,2,16 a 30 anos,Venta,5500006,Medellin,Vendo casa 2 niveles unidad cerrada area aproximada 90 metros sala comedor cocina integral zona de ropas patio tres alcobas estudio dos banos antejardin corredor zona verde parqueadero.,Belen,,1450793,Clara Ramirez,,1,1,6.208509922,-75.60114288,Belen,21,CL 2b sur 78b 06,6043486,Casa,Used,,,,3,335000000,,3,5500105
,1407000,,"Acceso Pavimentado, En conjunto cerrado, Parqueadero Visitantes, Piscina, Porteria / Recepcion, Vigilancia, Vista panoramica","Balcon, Bano Independiente, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Instalacion de gas","Trans. Publico cercano, Zona Residencial",601,7,16 a 30 anos,Venta,5500006,Medellin,"CASA ALTOS DEL POBLADO MUY CERCA AL CES  Casa de 3 niveles con 601 mts construidos en un lote de 731 mts. Tiene 5 habitaciones con bano y vestier todas con salida a balcones que rodean la casa. Habitacion y bano de servicio. Cocina cerrada que puede abrirse. Salon,  comedor independiente. Sala de tv. Terraza grande. Tiene un subnivel que se puede acondicionador como gimnasio,  oficina o sala de entrenamiento. Unidad con piscina. PREDIAL $4000.0000 / trimestral .",,,2407115,Contactamos Propiedad Raiz,,,4,6.208537102,-75.55306244,,10,Poblado Altos Del Poblado,5770331,Casa,Used,,,,5,1800000000,,6,0
SurOccidente,0,,,"Bano Auxiliar, Calentador, Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Trans. Publico cercano, Zona Residencial",82,2,,Venta,5500006,Medellin,"Casa remodelada, amplia, bien situada, bonitos acabados. ",Belen San Bernardo,,2936499,Carlos Andres Tobon,,,,0,0,Belen San Bernardo,6,Calle 20 A  73 - 31,6144794,Casa,Used,,,,3,295000000,,3,5500105
Occidente,120000,,"En conjunto cerrado, Parqueadero Visitantes","Bano Auxiliar, Calentador, Cocina Integral, Instalacion de gas, Patio","Colegios / Universidades, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",78,2,16 a 30 anos,Venta,5500006,Medellin,"Casa en Unidad cerrada en Belen Las Mercedes,  con porteria 24h.  Casa de 2 pisos con patio y parqueadero descubierto.  Predial 100 mil trimestral.",,,883629,Claudia Toro,,1,1,6.25118494,-75.62226105,,7,calle 39 da 89,6105328,Casa,Used,,,,3,295000000,,3,5500106
SurOccidente,0,,,"Bano Auxiliar, Calentador, Cocina Integral, Instalacion de gas, Zona de lavanderia","Colegios / Universidades, Sobre via principal, Supermercados / C.Comerciales",90,2,,Venta,5500006,Medellin,"Casa Independiente con area de 84 mt2   2 Habitaciones,  2 Banos Sociales,  2 Closet,  Cocina Integral,  Calentador,  Red de gas,  Zona de Ropas,  2 Patios.  Cuenta con Ante-Jardin,  Parqueadero descubierto y Garaje. Inmueble Ubicado Cerca a Mall Comercial,  Colegios y Via principal..",Belen San Bernardo,,293322,Esencia Inmobiliaria,,1,1,6.223959923,-75.60489655,Belen San Bernardo,15,Calle 19,6147276,Casa,Used,,,,2,390000000,,4,5500105
SurOccidente,0,,Terraza,"Balcon, Bano Auxiliar, Calentador, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",95,2,,Venta,5500006,Medellin," CASA EN BELEN, SECTOR SAN CARLOS    Belen  , sector San Carlos , cerca al parque biblioteca de Belen  95m2 Segundo piso  3 habitaciones 2 banos  cocina abierta muy iluminada sala comedor muy amplia  zona de ropas independiente Patio grande e iluminado  PRECIO DE OPORTUNIDAD  $300 millones.",Belen,,3001445,DLD PROPIEDAD RAIZ,,2,,6.232142925,-75.60051727,Belen,11,SAN CARLOS,6148374,Casa,Used,,,,3,300000000,,3,5500105
SurOccidente,0,,"Acceso Pavimentado, Arboles frutales, Cancha de Baloncesto, Cancha de Futbol, Canchas Deportivas, Parqueadero Visitantes, Zonas Verdes","Bano Auxiliar, Cocina Integral, Instalacion de gas, Zona de lavanderia","Parques cercanos, Zona Residencial",57,1,Mas de 30 anos,Venta,5500006,Medellin,"VENDO HERMOSA CASA SECTOR GUAYABAL COLINITA  Esta espectacular oportunidad cuenta con 3 alcobas,  sala comedor,  bano,  zona de ropas,  cocina integral,  excelente distribucion,  con zonas verdes a su alrededor,  cerca de la via principal,  parqueaderos comunes,  cerca a zona de juegos infantiles y cancha multi proposito.   No dejes pasar esta gran oportunidad de invertir tu dinero en un sector seguro,  tranquilo,  hermoso y de gran desarrollo..",,,680362,Grupo Integra,,2,,6.199864864,-75.59261322,,21,Carrera 53 E # 10 B Sur 11,6148278,Casa,Used,,,,3,130000000,,2,5500105
,0,,,Bano de Servicio,,230,2,,Venta,5500006,Medellin,"Casa en venta de un solo piso barrio Antioquia. Ideal para inversion.  Area de 230 metros cuadrados,  8.5 de frente por 27 de fondo. Casa ideal para construir sede comercial,  bodega o sede industrial. Excelente ubicacion,  esta propiedad esta cercana a la estacion Nutibara,  y la Unidad Deportiva Comfenalco.",,,28945,Arrendamientos El Castillo S.A.S,,1,,0,0,,10,CR 65 E 24 34 PISO 1,3385361,Casa,Used,,,,5,900000000,,3,0
,780000,,"En conjunto cerrado, Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s), Piscina, Porteria / Recepcion, Salon Comunal, Terraza","Bano de Servicio, Closet, Cocina Integral, Comedor, Cuarto de Servicio, Instalacion de gas",,363,4,,Venta,5500006,Medellin,19 METROS TERRAZA Y 124M2 DE JARDIN.,,,95818,Arrendamientos Envigado,,,1,0,0,,15,CR 35 16 A SUR 75 INT 102,3810787,Casa,Used,,,,4,950000000,,6,0
NorOriente,0,,,"Cocina Integral, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",72,2,9 a 15 anos,Venta,5500006,Medellin,"Codigo Arrendamientos Santa Fe: V9731. Propiedad ubicada en Buenos Aires el sector seminario,  cerca de la Parroquia La Ermita del Padre Marianito,  cuenta con facil acceso al servicio de transporte publico..",Buenos Aires,,1851525,Arrendamientos Santa Fe,,1,1,6.292036057,-75.54340363,Buenos Aires,18,Carrera 21 No 33-73,6107659,Casa,Used,,,,3,200000000,,3,5500103
SurOccidente,0,,"Garaje(s), Terraza","Cocina Integral, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Supermercados / C.Comerciales, Zona Residencial",440,9,,Venta,5500006,Medellin,"CASA MODERNA DE 2 NIVELES EN VENTA EXCELENTE ESTADO BELEN MALIBU,  ESTRATO 5. 8 Habitaciones todas con bano privado,  bano social,  cocina integral,  patio,  zona de ropas,  sala comedor,  salon de cine,  star,  parqueaderos,  terraza con BBQ,  estrato 5. AREA: 440 M2 PEDIDO: 1.550 MILLONES..",Belen,,88701,BienesyAutos.com,,,2,6.231007576,-75.60018921,Belen,20,Belen Malibu,6117799,Casa,Used,,,,8,1550000000,,5,5500105
,0,,"Garaje / Parqueadero(s), Garaje(s), Jardin","Bano de Servicio, Citofono, Closet, Comedor, Cuarto de Servicio","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Comercial, Zona Residencial",551,8,,Venta,5500006,Medellin,"CASA UNIFAMILIAR ,  en conquistadores con un frente de 13 metros por 27 de fondo ,  2 niveles ,  tiene 10 espacios para alcobas ,  8 banos ,  garaje..",,,28901,Duque Giraldo y cias S.A.S,,,1,0,0,,9,CL 38 63 B 89,6147901,Casa,Used,,,,10,1800000000,,5,0
Occidente,0,,,,,108,2,,Venta,5500006,Medellin,"Vendo hermosa casa remodelada en Florida Nueva,  sector seguro y tranquilo,  con excelente vecindario,  cerca de todo; colegios,  supermercados,  iglesia (Nuestra Senora de Lourdes),  a solo 5min caminando (450m) de la estacion Estadio,  etc. Patio interior cubierto,  amplia zona de ropas independiente y posibilidad de cuarta alcoba. La casa va de lado a lado de la cuadra por lo que tiene doble fachada y doble balcon,  lo que le da excelente iluminacion y ventilacion. Precio negociable,  entrega inmediata.",Florida Nueva,,2779750,ALVARO MONSALVE,,2,,6.250889778,-75.59034729,Florida Nueva,23,Calle 45D 71-18,5918617,Casa,Used,,,,3,305000000,,3,5500106
,1000000,,"Canchas Deportivas, Parqueadero Visitantes, Porteria / Recepcion, Salon Comunal, Terraza, Zona Infantil","Balcon, Chimenea, Cuarto de Servicio, Deposito / Bodega, Parqueadero Visitantes, Sauna / Turco / Jacuzzi, Terraza",Seguridad,401,5,16 a 30 anos,Venta,5500006,Medellin,"Vendo hermosa casa en el exclusivo sector de San Lucas,  completamente remodelada hace 2 anos,  disenada para vivir en familia con la comodidad de espacios amplios y bien definidos,  con exquisitos detalles en acabados de lujo,  pisos de marmol,  electrodomesticos marca Kitchenaid ,  puertas Pivotes de madera maciza con diseno piso-techo. con grandes ventanales blancos monumentales que brindan frescura y claraboyas estrategicamente colocados para la iluminacion natural. En el primer nivel encontramos en el area social una amplia sala con dos ambientes,  la moderna y hermosa chimenea,  el comedor independiente y todo conectado a una comoda cocina la cual cuenta con un sistema de cierre total o parcial mediante puertas corredizas. Subiendo al segundo nivel por unas lindas escaleras en  madera y vidrio,  encontramos el hall de alcobas iluminado por claraboya,  las 4 amplias habitaciones,  cada una con bano y vestidor,  finalmente el estudio o biblioteca. Bajando los dos niveles encontramos una sala de juegos, un",,,545767,Century 21 Radial,,,4,6.179944515,-75.5640564,,24,"Calle 20 B Sur 20 - 237, SurOriente, Medellín, Antioquia",5633100,Casa,Used,,,,4,1600000000,,6,0
