ZoneName,adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyId,companyName,floor,garages,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
Suroriente,570000,"cancha(s) de basket, cancha(s) de futbol, salon comunal, zona para ninos, zonas verdes","area lote 360 m2, area terraza/balcon 120 m2, circuito cerrado de tv, jardin, piscina, conjunto cerrado, numero de ascensores 0, terraza/balcon terraza, vigilancia 24hrs","ancho 0 m, citofonos, estudio o biblioteca, parqueadero cubierto, hall de alcobas, puerta seguridad, sauna / turco, zona de lavanderia, fondo 0 m, instalacion de gas natural, closets 3, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso porcelanato, tipo de piso en alcobas madera",,360,5,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada sector los Naranjos con fácil salida a servicios complementarios en la visitación y el tesoro, entorno muy tranquilo y natural. Rutas de transporte publico. Piso en mármol y madera, dos niveles, puerta de seguridad, sala y comedor independientes, estar de tv,  3 alcobas con baño en la principal, cocina integral, balcón y  terraza muy amplia (120). Parqueaderos  cubiertos. Unidad con piscina, salón social, sauna, parque infantil, placa polideportiva, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv",EL POBLADO,2669,PROINTEGRAL SA,,2,6.195427,-75.56493,LOS NARANJOS,,,687-M2579116,Casa,Usado,0,0,3,1100000000,Suroriente,6,38
Noroccidente,0,zonas verdes,"vista panoramica, vigilancia 0","estudio o biblioteca, parqueadero cubierto, instalacion de gas natural, calentador gas, tipo de casa tradicional, tipo de cocina lineal, tipo de comedor comedor independiente, deposito 1, tipo de estufa mixta, tipo de parqueadero propio, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, tipo de piso en comedor ceramica, tipo de piso en estudio ceramica, tipo de piso en sala ceramica, vista exterior",sobre via principal,320,5,Entre 10 y 20 años,venta,3,Medellin,"
Casa de 320 M² disponible para venta tiene 8 alcobas, 5 baños, cocina integral, cocina gas/elect, gas natural, calentador gas, sala - comedor, sala, estudio/biblioteca, baño en alcoba principal, patio, 2 parqueaderos,1 cuarto útil, área, 
casa unifamiliar de 2 niveles, ubicada cerca de CC viva laureles buenas vías de acceso buenas rutas de transporte. 

",LA CASTELLANA,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,2,6.243172,-75.60447,LA CASTELLANA,,,2511-M2061007,Casa,Usado,0,0,5,800000000,Noroccidente,5,35
Suroriente,600000,"cancha(s) de basket, cancha(s) de futbol, sendero peatonal, zona de bbq, zona para ninos, zonas verdes","area lote 410 m2, area terraza/balcon 9 m2, acceso para discapacitados, circuito cerrado de tv, cuarto para escoltas, jardin, piscina, vista panoramica, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","apto para ninos, alarma, calefaccion, citofonos, comedor auxiliar, tipo de cortinas ninguna, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, jacuzzi, puerta seguridad, sauna / turco, zona de lavanderia, instalacion de gas natural, closets 4, numero de lineas telefonicas 1, se permite fumar, calentador gas, tipo de casa condominio, tipo de cocina lineal, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso marmol, tipo de piso en alcobas marmol, tipo de piso en comedor marmol, tipo de piso en estudio marmol, tipo de piso en sala marmol, vista exterior","cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria",260,5,Entre 10 y 20 años,venta,3,Medellin,Casa con jacuzzi y turco interno completamente remodelada con terminados de lujo excelente ubicacion   ,EL POBLADO,4455,JEDY STRATEGIES & CIA LTDA,,4,6.199714,-75.565186,LOS NARANJOS,,,597-M2298252,Casa,Usado,0,0,4,1150000000,Suroriente,5,38
Noroccidente,,,terraza/balcon balcon,"cuarto de servicio, hall de alcobas, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor comedor independiente, tipo acabado de piso baldosa",,144,5,Entre 10 y 20 años,venta,3,Medellin,"Venta de casa en Laureles,144m2 construidos,6 alcobas,6 baños,5 closet,sala comedor,balcón,2 patios,cocina integral,red de gas,calentador,garaje.",LAURELES,4840,DUQUE GIRALDO Y CIA,,1,6.2394567,-75.60004,LAS ACACIAS,,,10280-V147593,Casa,Usado,,0,5,800000000,Noroccidente,5,35
Otros,743000,zonas verdes,"jardin, vista panoramica, conjunto cerrado, terraza/balcon balcon, vigilancia 24hrs","estudio o biblioteca, hall de alcobas, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro",,2000,5,Entre 0 y 5 años,venta,3,Medellin,"Venta de casa en Las Palmas, Medellín, 2 niveles, 5 alcobas cada una con baño y vestier, hall entre alcobas, alcoba del servicio, baño social, salón, comedor, cocina integral abierta, balcón con vista panorámica, Jardín, 4 parqueaderos cubiertos y espacio para más parqueaderos, unidad cerrada. Ubicada cerca a la Universidad La Colegiatura, fácil vías de acceso, fácil transporte pblico.",Las Palmas,5447,RESPUESTA INMOBILIARIA,,4,6.215794,-75.55212,LORETO,,,11714-3018374,Casa,Usado,,0,5,3500000000,Otros,null,102
Suroriente,500000,"cancha(s) de basket, cancha(s) de futbol, gimnasio, salon comunal, sendero peatonal, zona de bbq, zona para ninos, zonas verdes","area lote 286 m2, area terraza/balcon 30 m2, ascensor, acceso para discapacitados, circuito cerrado de tv, jardin, piscina, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","apto para ninos, calefaccion, citofonos, comedor auxiliar, tipo de cortinas pesadas, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, jacuzzi, sauna / turco, zona de lavanderia, instalacion de gas natural, closets 4, numero de lineas telefonicas 1, se permite fumar, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 3, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso marmol, tipo de piso en alcobas porcelanato, tipo de piso en comedor marmol, tipo de piso en estudio madera, tipo de piso en sala marmol, vista exterior","cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria",286,5,Más de 20 años,venta,3,Medellin,"CASA  EN SECTOR MUY APETECIDO TRANQUILO Y SIN  RUIDO ,,CON PISOS DE MADERA LA ZONA SOCIAL ES COMPLETA ",ALTOS DEL POBLADO,4455,JEDY STRATEGIES & CIA LTDA,,4,6.2022834,-75.56445,LA FLORIDA,,,597-M2402296,Casa,Usado,0,0,4,900000000,Suroriente,6,38
,600000,"cancha(s) de basket, cancha(s) de futbol, gimnasio, salon comunal, sendero peatonal, zona de bbq, zona para ninos, zonas verdes","area lote 652 m2, acceso para discapacitados, circuito cerrado de tv, jardin, piscina, conjunto cerrado, numero de ascensores 0, terraza/balcon ninguno, vigilancia 24hrs","apto para ninos, citofonos, tipo de cortinas ninguna, estudio o biblioteca, parqueadero cubierto, puerta seguridad, sauna / turco, zona de lavanderia, instalacion de gas propano, closets 4, numero de lineas telefonicas 0, calentador electrico, tipo de casa condominio, tipo de cocina abierta, tipo de comedor sala comedor, deposito 1, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso marmol, tipo de piso en alcobas madera, tipo de piso en comedor marmol, tipo de piso en estudio madera, tipo de piso en sala marmol, vista exterior","cerca colegios / universidades, cerca supermercados, cerca transporte publico, sobre via secundaria",278,4,Entre 0 y 5 años,venta,3,Medellin,"Exclusiva unidad cerrada de 38 casas Campestres independientes Ubicada en el alto de las Palmas, casa de 2 niveles. lote 651. 95 mts. Cada cuarto con baño y vestier, cocina abierta  estilo americano, sala-comedor muy amplia, patio para BBQ.",ALTO DE LAS PALMAS,4455,JEDY STRATEGIES & CIA LTDA,,4,0,0,ALTO DE LAS PALMAS,,,597-M2625784,Casa,Usado,0,0,3,1995000000,,3,
Suroriente,0,,"area lote 560 m2, circuito cerrado de tv, numero de ascensores 0","citofonos, closets 0, tipo de casa tradicional, deposito 1, tipo acabado de piso porcelanato, tipo de piso en alcobas porcelanato, vista exterior",,560,2,Entre 5 y 10 años,Venta y Arriendo,3,Medellin,"Casa Comercial independiente sector Laureles. Cerca a CC Unicentro y universidad UPB. Uso del suelo de alta mixtura, construccion para edificacion de 12 pisos.Piso en porcelanato, seis espacios, baños privados, cocineta, cuarto util, cableado de red, aire acondicionado privado. Cuenta con alarma, citofonia y circuito cerrado de tv.",EL POBLADO,2669,PROINTEGRAL SA,,0,6.203033,-75.56846,LA FLORIDA,,,687-M2637841,Casa,Usado,26300000,26300000,5,2550000000,Suroriente,5,38
Suroriente,1150000,"salon comunal, zona para ninos, zonas verdes","area terraza/balcon 1 m2, circuito cerrado de tv, piscina, conjunto cerrado, numero de ascensores 0, terraza/balcon terraza, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, closets 2, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero comunal, tipo acabado de piso madera, tipo de piso en alcobas madera, vista interior",,280,5,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada en el sector de san lucas a una cuadra del senior´s club, bioforma, iglesia, rutas de transporte publico, esta sobre una vía principal de fácil acceso. Piso en madera, dos niveles,  puerta de seguridad, hall de acceso, sala y comedor independientes, estudio, biblioteca, estar de tv, 4 alcobas mas la de servicio con baño en cada una, cocina integral, terraza y parqueaderos cubiertos. Cuenta con piscina, salon social, parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,2669,PROINTEGRAL SA,,2,6.1851983,-75.561,LOS BALSOS No.1,,,687-M2637897,Casa,Usado,0,0,4,1350000000,Suroriente,6,38
Noroccidente,0,zonas verdes,"area lote 200 m2, terraza/balcon ninguno, vigilancia 0","ancho 10 m, estudio o biblioteca, hall de alcobas, zona de lavanderia, fondo 22 m, instalacion de gas ninguno, closets 1, numero de lineas telefonicas 0, calentador no tiene, tipo de casa tradicional, tipo de comedor comedor independiente, deposito 0, tipo de estufa electrica, tipo acabado de piso baldosa, tipo de piso en alcobas baldosa, vista exterior","cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca transporte publico, sobre via secundaria",200,3,Más de 20 años,venta,3,Medellin,"Casa para uso comercial en el sector de Conquistadores, cerca a la clinica, facil acceso desde la cra 65 y desde la avenida 33. Rutas de transporte, multiples servicios complementarios de salud y bancarios en Unicentro. Piso en baldosa, hall de acceso, sala y comedor independientes, estar de tv, 4 alcobas con baño en cada alcoba y cocina integral. Acera muy amplia con antejardin. ",LOS CONQUISTADORES,2669,PROINTEGRAL SA,,0,6.240458,-75.580086,LOS CONQUISTADORES,,,687-M2059165,Casa,Usado,0,0,4,845500000,Noroccidente,4,35
Noroccidente,,,,"parqueadero cubierto, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro",,220,3,Más de 20 años,venta,3,Medellin,"Casa primer piso en venta sector conquistadores, 220 metros cuadrados, garaje, cinco habitaciones, tres patios, 3 baños, cocina integral amplia, red de gas, sala comedor, sala de televisión, excelente sector a solo dos cuadras de Unicentro, y a una cuadra de la avenida Bolivariana","Occidente,Conquistadores",4161,Inmobiliaria Alfa Finca Raiz,,1,6.241269,-75.58317,LOS CONQUISTADORES,,,277-1302289,Casa,Usado,,0,5,560000000,Noroccidente,5,35
Suroriente,1200000,"cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria","area lote 486 m2, area terraza/balcon 5 m2, acceso para discapacitados, circuito cerrado de tv, jardin, piscina, conjunto cerrado, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","apto para ninos, citofonos, tipo de cortinas ninguna, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, closets 4, numero de lineas telefonicas 0, se permite fumar, calentador gas, tipo de casa condominio, tipo de cocina abierta, tipo de comedor sala comedor, deposito 1, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso porcelanato, tipo de piso en alcobas porcelanato, tipo de piso en comedor porcelanato, tipo de piso en estudio porcelanato, tipo de piso en sala porcelanato, vista exterior",,486,5,Entre 5 y 10 años,venta,3,Medellin,"Hermosa Casa en conjunto Cerrado
4 alcobas, 6 baños, 4 parqueaderos, alcoba y baño de servicio
La unidad cuenta con seguridad 24 horas, piscina y zonas Verdes
 La ubicación es ideal, fácil acceso a vias principales,  transporte publico, centros comerciales y lugares de esparcimiento",EL POBLADO SAN LUCAS,5007,INMOBILIARIA LA CUMBRE S.A.S,,4,6.1847453,-75.56741,SAN LUCAS,,,10842-M2751629,Casa,Usado,0,0,4,2220000000,Suroriente,6,38
Noroccidente,0,"gimnasio, sendero peatonal, zona para ninos, zonas verdes","area lote 106 m2, area terraza/balcon 2 m2, acceso para discapacitados, circuito cerrado de tv, jardin, piscina, conjunto cerrado, terraza/balcon balcon, vigilancia 24hrs","apto para ninos, comedor auxiliar, tipo de cortinas ninguna, estudio o biblioteca, parqueadero cubierto, puerta seguridad, zona de lavanderia, instalacion de gas natural, closets 4, se permite fumar, calentador gas, tipo de casa tradicional, tipo de cocina lineal, tipo de comedor comedor independiente, deposito 2, tipo de estufa mixta, tipo de parqueadero propio, tipo acabado de piso baldosa, tipo de piso en alcobas baldosa, tipo de piso en comedor madera, tipo de piso en estudio madera, tipo de piso en sala madera, vista exterior","cerca centros comerciales, cerca supermercados, cerca transporte publico, sobre via secundaria",320,4,Entre 10 y 20 años,venta,3,Medellin,"Hermosa casa independiente de otras, ubicada en excelente sector de la ciudad, con amplias habitaciones, 4 habitaciones , cuarto de gym, patio amplio.",SURAMERICA,5518,INMOBILIARIA PARAMOUNT ,,2,6.2511115,-75.60055,LOS PINOS,,,11993-M2725780,Casa,Usado,0,0,4,630000000,Noroccidente,4,35
Noroccidente,0,"cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria","area terraza/balcon 3 m2, acceso para discapacitados, terraza/balcon balcon","apto para ninos, parqueadero cubierto, zona de lavanderia, instalacion de gas natural, closets 4, numero de lineas telefonicas 1, permite mascotas, calentador gas, tipo de casa tradicional, tipo de cocina en l, tipo de comedor sala comedor, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso baldosa, tipo de piso en alcobas baldosa, tipo de piso en comedor baldosa, tipo de piso en estudio baldosa, tipo de piso en sala baldosa, vista interior",,200,5,Entre 10 y 20 años,Venta y Arriendo,3,Medellin,"casa en arriendo y en venta en laureles medellin 
 
area 2 pisos de 200 metros cada uno, 11 alcobas cada una con closet, 5 baños, 5 salas, cocina integral, 1 patio, 1 balcón.

casa comercial, muy amplia con excelentes acabados, cercana a zonas comerciales, de fácil acceso al transporte público.

 
",LAURELES LA CASTELLANA,4575,HABITAT GRUPO INMOBILIARIO,,3,6.2430134,-75.605,LA CASTELLANA,,,727-M2378281,Casa,Usado,6000000,6000000,5,850000000,Noroccidente,5,35
Suroriente,348000,"zona para ninos, zonas verdes","area lote 180 m2, area terraza/balcon 1 m2, circuito cerrado de tv, piscina, conjunto cerrado, numero de ascensores 0, terraza/balcon terraza, vigilancia 24hrs","ancho 0 m, citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, puerta seguridad, zona de lavanderia, fondo 0 m, instalacion de gas natural, closets 2, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, vista interior",,180,3,Entre 10 y 20 años,venta,3,Medellin,"Casa en unidad cerrada en el sector Altos del Poblado, fácil acceso desde las Palmas. Cerca a la iglesia del Padre Marianito y al Restaurante Chuscalito. Cuenta con tres niveles, piso en cerámica, puerta de seguridad, hall de acceso, sala y comedor independiente, estudio, estar de tv,  3 alcobas mas la de servicio con baño en la principal, cocina integral,  balcón y amplia  terraza, parqueaderos independientes cubiertos. Piscina climatizada, salón social, parque para niños, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,2669,PROINTEGRAL SA,,3,6.208809,-75.54982,ALTOS DEL POBLADO,,,687-M2599594,Casa,Usado,0,0,3,700000000,Suroriente,6,38
Suroccidente,,,,"instalacion de gas natural, closets 0, numero de lineas telefonicas 0, calentador gas, tipo de casa tradicional, tipo de comedor sala comedor, tipo de estufa electrica, tipo de parqueadero propio, vista interior",,278,4,Más de 20 años,Venta y Arriendo,3,Medellin,"Casa disponible para arriendo y venta tiene 5 alcobas, 4 baños, cocineta, sala,comedor, estudio-biblioteca, sala tv, patio, parqueadero,  casa unifamiliar con muy buenos espacios, ubicada cerca de  la avenida bolivariana.",LOMA DE LOS BERNAL,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,1,0,0,LOMA DE LOS BERNAL,,,2511-I1861575,Casa,Usado,3200000,3200000,5+,900000000,Suroccidente,5,37
Suroccidente,0,,,,,1150,5,,venta,3,Medellin,"Casa disponible para la venta tiene, 4 alcobas, 6 baños, cocina integral con gas, calentador a gas, sala, comedor, estudio/biblioteca, sala t.v, parqueadero, cuarto util, patio. La unidad cuenta con piscina, sauna/turco, salon comunal, parques infantiles, parqueadero visitantes, cancha de tenis,zonas verdes",ENVIGADO,2956,RASKCIELOS INMOBILIARIA Y CONSTRUCTORA,,1,6.238445,-75.600876,LAS ACACIAS,,,2511-1731224,Casa,Usado,0,0,4,1400000000,Suroccidente,5,37
Suroriente,750000,"salon comunal, zona para ninos, zonas verdes","conjunto cerrado, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor comedor independiente, tipo de parqueadero independiente, vista interior","cerca centros comerciales, cerca colegios / universidades, cerca supermercados, cerca transporte publico",385,5,Entre 10 y 20 años,venta,3,Medellin,Casa en venta ubicada en El Poblado sector El Tesoro,El Tesoro,3106,SANTA MARIA Y ASOCIADOS,,2,6.194791,-75.55647,LOS NARANJOS,,,2364-9224,Casa,Usado,,0,3,1500000000,Suroriente,6,38
Noroccidente,0,,,"zona de lavanderia, tipo de casa tradicional, tipo de comedor comedor independiente",,392,3,Entre 10 y 20 años,venta,3,Medellin,Casa lote de diez metros de frente por treinta y nueve metros de fondo.  En un solo nivel,Robledo,3497,URIVENTAS S.A.S,,0,6.2755857,-75.59652,URBANIZACION VILLAS DEL JORDAN,,,4855-8661,Casa,Usado,0,0,5,750000000,Noroccidente,3,35
Nororiente,0,,"cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria","cuarto de servicio, parqueadero cubierto, zona de lavanderia, instalacion de gas natural, closets 1, tipo de casa tradicional, tipo de cocina lineal, tipo de comedor comedor independiente, tipo de parqueadero propio, tipo acabado de piso baldosa, tipo de piso en alcobas baldosa, vista exterior",,167,2,Más de 20 años,venta,3,Medellin,"Segundo piso, termina en techo.  Sala, comedor, seis alcobas, dos baños, un closet,  uno patio, cocina semi integral, piso baldosa, garaje manual, área ciento sesenta y siete metros cuadrados, acabados sencillos",Sucre,3497,URIVENTAS S.A.S,,1,6.247098,-75.55408,ENCISO,,,4855-9834,Casa,Usado,0,0,5,350000000,Nororiente,4,36
Otros,0,,,"zona de lavanderia, closets 3, tipo de casa tradicional, tipo de cocina lineal, tipo de comedor sala comedor, tipo acabado de piso porcelanato, vista exterior",,190,3,Entre 0 y 5 años,venta,3,Medellin,"Hermosa casa  en Santa Elena, Vereda Barro Blanco, sector el rosario Km doscientos setenta. lindos acabados,   en dos niveles, con  huerta, área lote  495 metros cuadrados, área construida 190 metros cuadrados.",Santa Elena,3497,URIVENTAS S.A.S,,1,6.251399,-75.488754,SANTA ELENA,,,4855-10901,Casa,Usado,0,0,4,590000000,Otros,4,102
Suroriente,1100000,,,"cuarto de servicio, estudio o biblioteca, parqueadero cubierto, numero de lineas telefonicas 0, tipo de casa tradicional",,695,3,Entre 10 y 20 años,venta,3,Medellin,CASA en venta en LA CALERA Cerca al Centro Comercial el Tesoro en el exclusivo sector de la Calera podemos encontrar esta linda casa construida en dos niveles en un lote de 696m2 en excelente estado de conservacion y mantenimiento. Se encuentra rodeada de lindos jardines que generan frescura y tranquilidad en el primer nivel cuenta con sala comedor estudio cocina integral servicio bano social terraza con salida a zona verde en segundo nivel tenemos 4 alcobas dos de ellas con bano bano completo,LA CALERA,2983,ACRECER SAS,,2,6.1995792,-75.55317,EL TESORO,,,2264-41007,Casa,Usado,,0,4,2200000000,Suroriente,6,38
Suroriente,806000,"zona para ninos, zonas verdes","area lote 398 m2, area terraza/balcon 1 m2, circuito cerrado de tv, jardin, conjunto cerrado, terraza/balcon balcon, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, closets 1, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 1, tipo de estufa mixta, tipo de parqueadero independiente, tipo acabado de piso marmol, tipo de piso en alcobas madera, vista exterior","cerca transporte publico, sobre via principal",257,3,Entre 10 y 20 años,venta,3,Medellin,"Casa en unidad cerrada sector Altos del Poblado, sobre via principal con facil acceso desde las Palmas o desde la Superior. Piso en marmol y madera natural, dos niveles, hall de acceso, sala y comedor independientes, biblioteca, estar de tv, 3 alcobas con baño en cada una, cocina integral, balcon y parqueaderos independientes. amplia zona verde con lote de 398mts. Parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv",EL POBLADO,2669,PROINTEGRAL SA,,2,6.212892,-75.55533,ALTOS DEL POBLADO,,,687-M2021956,Casa,Usado,0,0,3,1270000000,Suroriente,5,38
Nororiente,382000,zonas verdes,"area lote 100 m2, area terraza/balcon 13 m2, circuito cerrado de tv, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","citofonos, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, closets 1, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor sala comedor, deposito 2, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, vista exterior","cerca supermercados, cerca transporte publico, sobre via principal",100,4,Más de 20 años,Venta y Arriendo,3,Medellin,"Casa en unidad cerrada ubicada por el sector conocido como Loma del Indio, fácil acceso desde Las Palmas, cercana a servicios complementarios del CC San Diego y a rutas de transporte publico. Piso en ceramica, tres niveles, hall de acceso, sala comedor, estar de tv, 4 alcobas con baño en la principal, cocina integral con pipeta, no red de gas, terraza trasera (13mts) y con vista externa. Parqueaderos independientes cubiertos. Vigilancia 24 horas, citofonia y circuito cerrado de tv",poblado,2669,PROINTEGRAL SA,,2,6.2238564,-75.562416,ASOMADERA No.2,,,687-M2193471,Casa,Usado,1750000,1750000,4,375000000,Nororiente,4,36
Suroriente,600000,"cancha(s) de basket, cancha(s) de futbol, salon comunal, zona para ninos, zonas verdes","area lote 260 m2, area terraza/balcon 2 m2, circuito cerrado de tv, piscina, conjunto cerrado, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","citofonos, parqueadero cubierto, hall de alcobas, puerta seguridad, sauna / turco, zona de lavanderia, instalacion de gas natural, closets 3, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 0, tipo de estufa gas, tipo acabado de piso madera, tipo de piso en alcobas alfombra, vista exterior",,260,4,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada sector los Naranjos con fácil salida a servicios complementarios en la visitación y el tesoro, entorno muy tranquilo y natural. Rutas de transporte publico. Piso en madera y tapete, dos niveles, puerta de seguridad, sala y comedor independiente, estar de tv, 4 alcobas con baño en la principal y Vestier, cocina integral tipo americano, alcoba y baño de servicio, patio, jardín, antejardín, balcón, terraza, y parqueadero cubierto. Unidad con piscina, salón social, sauna, parque infantil, placa polideportiva, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. ",LOMA LOS GONZALES,2669,PROINTEGRAL SA,,1,6.19425,-75.562195,LOS NARANJOS,,,687-M2741835,Casa,Usado,0,0,4,960000000,Suroriente,6,38
Noroccidente,0,,"area lote 282 m2, numero de ascensores 0, terraza/balcon ninguno, vigilancia 0","numero de lineas telefonicas 0, tipo de casa tradicional, deposito 1, tipo acabado de piso ceramica, vista exterior",,282,2,Entre 10 y 20 años,venta,3,Medellin,"Casa comercial Independiente en el sector de Laureles. fácil acceso a transporte publico, cerca a parques, veterinarias, universidades, supermercados, y demás servicios complementarios . Piso en cerámica, dos niveles, 6 espacios, baños privados, cocineta, cuarto útil, cableado de red, techo cielo raso y parqueadero en área descubierta. ",LAURELES,2669,PROINTEGRAL SA,,1,6.2426877,-75.610794,SANTA TERESITA,,,687-M2741783,Casa,Usado,0,0,5,800000000,Noroccidente,5,35
Suroriente,700000,"cancha(s) de basket, cancha(s) de futbol, salon comunal, zona para ninos","area lote 234 m2, area terraza/balcon 1 m2, circuito cerrado de tv, jardin, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, jacuzzi, puerta seguridad, sauna / turco, zona de lavanderia, instalacion de gas natural, closets 1, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor sala comedor, deposito 1, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso porcelanato, vista exterior","cerca centros comerciales, cerca colegios / universidades, cerca supermercados, sobre via secundaria",234,4,Entre 5 y 10 años,Venta y Arriendo,3,Medellin,"Casa en unidad cerrada sector los Naranjos muy cerca al CC El tesoro y gran variedad de servicios complementarios, con facil salida hacia mall la visitacion, entorno muy tranquilo de poco flujo vehicular. Piso en porcelanato, dos niveles, puerta de seguridad, sala comedor, estar de tv y cocina integral. 3 alcobas con baño en cada una, dos balcones, terraza trasera con jardin y jacuzzi. Cuenta con parqueaderos paralelos cubiertos. Piscina, sauna, parque infantil, placa polideportiva, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,2669,PROINTEGRAL SA,,2,6.1981616,-75.55947,LOS NARANJOS,,,687-M2372087,Casa,Usado,5800000,5800000,3,1200000000,Suroriente,6,38
