ZoneName,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,areaPrivate,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyAddress,companyId,companyName,contactPhone,garages,latitude,longitude,neighborhood,propID,propType,propertyState,publicationStatus,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
,,Conjunto cerrado,"Zona de lavandería, Tipo de casa condominio",,133,133,2,Más de 20 años,venta,3,Medellín,"Hermosa casa en venta en el sector Las Antillas, en unidad cerrada con piscina, juegos infantiles y zonas verdes. Inmueble de dos niveles, en el primero se encuentra sala, comedor, cocina, baño y un patio amplio. en el segundo nivel hay tres habitaciones baño auxiliar, y baño en la alcoba principal. código inmobiliario 2816.",las antillas,CL 63 # 11 - 09,4842,CENTRAL DE INVERSIONES SA - CISA,3115057066,2,6.1561966,-75.58929,LAS ANTILLAS,Casa,10282-M2621108,Usado,S,0,0,3,420093648,,5,
Suroccidente,"Gimnasio, Salón comunal, Zona para niños, Zonas verdes","Area lote 118 m², Conjunto cerrado, Terraza/Balcón ninguno, Vigilancia 0","Instalación de gas natural, Calentador gas, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso porcelanato, Tipo de piso en alcobas porcelanato, Tipo de piso en estudio porcelanato, Vista exterior","Cerca centros comerciales, Cerca parques, Cerca supermercados",118,118,2,Entre 10 y 20 años,venta,3,Medellín,"Hermosa casa de 118M2, cuatro habitaciones, dos baños, estar de televisión, estudio, sala comedor, cocina integral, zona de ropa, vista exterior, dos parqueaderos el conjunto cuenta con Seguridad privada 24 horas, planta eléctrica, parqueadero de visitantes, gimnasio y salón comunal. Remodelación ejecutada en el año 2020, acabados premium.",EL RINCON- RODEO BAJO,CL 93B # 13 - 14 OF 307,3526,BRIKSS SAS,3183757239,2,6.2091894,-75.60277,EL RINCON,Casa,5175-50152,Usado,S,,0,4,510000000,Suroccidente,2,37
Suroriente,"Zona para niños, Zonas verdes","Area lote 329 m², Circuito cerrado de TV, Jardín, Conjunto cerrado, Terraza/Balcón terraza, Vigilancia 12hrs","Chimenea, Comedor auxiliar, Estudio o biblioteca, Calentador gas, Tipo de casa tradicional, Tipo de comedor comedor independiente, Tipo acabado de piso otro, Tipo de piso en alcobas otro, Tipo de piso en estudio otro, Vista exterior","Cerca centros comerciales, Cerca colegios / universidades, Cerca supermercados",329,329,3,Entre 10 y 20 años,venta,3,Medellín,"Espectacular casa triples de 329 M2, tres habitaciones, tres baños, estar de televisión, estudio, sala, sala auxiliar, comedor, comedor auxiliar, cocina integral, zona de ropa, cuarto y baño de servicio, chimenea, vista exterior, terraza privada, jacuzzi , un hermoso jardín, dos parqueaderos el conjunto cuenta con Seguridad privada, planta eléctrica, terraza comunal, parqueadero de visitantes, salón comunal y salón de reuniones.",POBLADO,CL 93B # 13 - 14 OF 307,3526,BRIKSS SAS,3183757239,2,6.1896653,-75.55327,LOS BALSOS No.1,Casa,5175-50154,Usado,S,,0,3,1800000000,Suroriente,5,38
Nororiente,"Gimnasio, Zona para niños, Zonas verdes","Area lote 140 m², Area Terraza/Balcón 1 m², Circuito cerrado de TV, Piscina, Conjunto cerrado, Número de Ascensores 0, Terraza/Balcón terraza, Vigilancia 24hrs","Ancho 0 m, Citófonos, Estudio o biblioteca, Parqueadero cubierto, Hall de alcobas, Zona de lavandería, Fondo 0 m, Instalación de gas natural, Closets 3, Número de líneas teléfonicas 0, Calentador gas, Tipo de casa condominio, Tipo de comedor sala comedor, Deposito 0, Tipo de estufa gas, Tipo de parqueadero independiente, Tipo acabado de piso cerámica, Tipo de piso en alcobas cerámica",,140,140,4,Entre 10 y 20 años,venta,3,Medellín,"Casa en unidad cerrada ubicado sobre la parte alta de la Loma del Indio, con fácil acceso desde vía principal, rutas de transporte publico, entorno muy tranquilo con áreas verdes. Piso en cerámica, tres niveles, hall de acceso, sala comedor,estudio, estar de tv, 3 alcobas con baño en la principal, cocina integral, balcón y terraza, parqueadero cubierto. Unidad con Piscina, gym, parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,Cra 43A  # 1Sur - 188,2669,PROINTEGRAL SA,3182458380,1,6.225822,-75.55943,ASOMADERA No.1,Casa,687-M2608230,Usado,S,0,0,3,430000000,Nororiente,4,36
Suroriente,,"Area lote 470 m², Número de Ascensores 0, Vigilancia 0","Alarma, Citófonos, Parqueadero cubierto, Instalación de gas ninguno, Closets 0, Calentador no tiene, Tipo de casa tradicional, Tipo de cocina otra, Tipo de parqueadero independiente, Tipo acabado de piso cerámica, Vista exterior",,470,470,5,Entre 10 y 20 años,venta,3,Medellín,"Casa independiente para uso comercial, sector Patio Bonito, cerca al laboratorio hematologico, con facil salida a la Av las Vegas y Av el Poblado. Piso en ceramica, 20 espacios, 6 baños, cocineta, cableado de red, techo cielo raso, aire acondicionado privado, 2 parqueaderos, citofono, circuito cerrado de tv, alarma y caja fuerte.",EL POBLADO,Cra 43A  # 1Sur - 188,2669,PROINTEGRAL SA,3182458380,2,6.2092576,-75.57334,ASTORGA,Casa,687-M2715333,Usado,S,0,0,5,2500000000,Suroriente,6,38
Nororiente,,,"Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso otro, Tipo de piso en alcobas otro",,100,100,1,Entre 10 y 20 años,venta,3,Medellín,"COD.17488 Confortable casa bifamiliar en venta, zona residencial tranquila y segura, cercana a la Institución Educativa Las Nieves y otros planteles educativos, varias parroquias a su alrededor, Jardín Botánico, Parque Explora, estación Universidad, área de 100 metros aproximadamente, sector Santa Inés en Manrique, 1 piso, estrato 2. Su amplio interior nos ofrece zona social de sala comedor, tres alcobas con closet cada una, un baño social enchapado y cabinado en vidrio temp",SANTA INES,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,0,6.273201,-75.54779,SANTA INES,Casa,2895-1873797,Usado,S,,0,3,150000000,Nororiente,2,36
Noroccidente,,Terraza/Balcón balcón,"Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol",,138,138,2,Entre 5 y 10 años,venta,3,Medellín,"COD.16508 Ideal casa bifamiliar en venta, tranquila y segura zona residencial cercana al Liceo Salazar y Herrera, Parroquia Nuestra Señora de Chiquinquirá, avenidas 80 y San Juan, área de 138 metros aproximadamente, sector Simón Bolívar, 3 piso, estrato 5. Sus espacios nos ofrecen zona social de sala y comedor independientes, cuatro alcobas, un closet, un baño privado y un baño social enchapados y cabinados en acrílico funcional y amplia cocina integral con barra americana",SIMON BOLIVAR,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,0,6.245546,-75.60585,SIMON BOLIVAR,Casa,2895-1545591,Usado,S,,0,4,450000000,Noroccidente,5,35
Nororiente,,,"Zona de lavandería, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol, Tipo de piso en alcobas otro",,65,65,1,Entre 10 y 20 años,venta,3,Medellín,"COD.16836 Cómoda casa bifamiliar en venta, zona residencial tranquila y segura con cercanía a la Escuela Esteban Jaramillo, Parque de la Madre, Cancha sintética Las Esmeradas, área de 65 metros aproximadamente, sector La Piñuela en Aranjuez, 1 piso, estrato 3. Su interior nos ofrece zona social de sala y comedor independientes, tres alcobas, un baño social enchapado y cabinado en vidrio templado práctica cocina sencilla con pipeta de gas, zona de ropas y patio. Piso en cerÃ",LA PINUELA,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,0,6.279886,-75.55486,LA PINUELA,Casa,2895-1616695,Usado,S,,0,3,155000000,Nororiente,3,36
Suroccidente,,Terraza/Balcón balcón,"Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol, Tipo de piso en alcobas otro",,89,89,2,Entre 10 y 20 años,venta,3,Medellín,"COD 19113 Estupenda casa bifamiliar en venta, zona residencial de estructuras tradicionales con cercanía a la Parroquia María Madre Admirable, Institución Educativa Ramón Giraldo Ceballos, avenida 80, área de 84 metros aproximadamente, sector Altavista parte baja en Belén, 2 piso, estrato 3. En su interior encontramos zona social de sala comedor, estudio, tres alcobas con closet cada una, un baño privado y un baño social enchapados y cabinados en vidrio templado funcional coc",ALTAVISTA,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,0,6.2243476,-75.60411,ALTAVISTA,Casa,2895-2378216,Usado,S,,0,3,215000000,Suroccidente,3,37
Noroccidente,,"Cancha(s) de basket, Gimnasio, Salón comunal, Zona para niños","Zona de lavandería, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol",,77,77,2,Entre 5 y 10 años,venta,3,Medellín,"COD.16512 Confortable casa bifamiliar en venta, zona residencial tranquila, cercana a la Institución Educativa Eduardo Santos, CAI San Michel, Unidad Intermedia San Javier, área de 77 metros aproximadamente, sector San Javier, 2 piso, estrato 3 en Unidad Abierta. Sus dos niveles nos ofrecen zona social de sala comedor, cuatro alcobas con closet cada una, un baño privado y un baño social enchapados y cabinados en vidrio templado, el privado con bañera y mueble inferior funcion",ANTONIO NARIÑO,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,0,6.257165,-75.626205,ANTONIO NARIÑO,Casa,2895-1545472,Usado,S,,0,4,140000000,Noroccidente,3,35
Noroccidente,,"Terraza/Balcón balcón, Vigilancia 24hrs","Calefacción, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol",,253,253,5,Entre 5 y 10 años,venta,3,Medellín,"COD.16510 Magnífica casa unifamiliar en venta, zona con lindos antejardines y parques a su alrededor, cercana a la avenida 80, Cuarta Brigada, Parque de la Virgen, área de 253 metros aproximadamente, sector El Estadio, 1 piso, estrato 5. Sus amplios dos niveles nos ofrecen sala y comedor independientes, sala de estar, comedor auxiliar, biblioteca, siete alcobas, seis closets, closet de linos, alcoba de servicio, tres baños privados y tres baños sociales enchapados y cabinados,",ESTADIO,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,2,6.259761,-75.59456,ESTADIO,Casa,2895-1545539,Usado,S,,0,5,1000000000,Noroccidente,5,35
Suroriente,"Cancha(s) de basket, Cancha(s) de fútbol, Salón comunal, Zona para niños","Area lote 438 m², Area Terraza/Balcón 1 m², Circuito cerrado de TV, Jardín, Conjunto cerrado, Terraza/Balcón terraza, Vigilancia 24hrs","Citófonos, Cuarto de servicio, Estudio o biblioteca, Parqueadero cubierto, Hall de alcobas, Zona de lavandería, Instalación de gas natural, Número de líneas teléfonicas 0, Calentador gas, Tipo de casa condominio, Tipo de comedor comedor independiente, Tipo de estufa gas, Tipo de parqueadero independiente, Tipo acabado de piso madera, Tipo de piso en alcobas madera, Vista exterior","Cerca centros comerciales, Cerca transporte público, Sobre vía secundaria",438,438,5,Entre 10 y 20 años,venta,3,Medellín,"Casa de tres niveles en unidad cerrada cerca a la Iglesia y el Mall San Lucas. Rutas de transporte, facil acceso. Cuenta con hall de acceso, piso en madera, sala comedor muy amplio, estudio, estar de tv, 4 alcobas con baño en cada una. Cocina integral, amplia terraza y parqueaderos independientes. Unidad con salon social, parque infantil, placa polideportiva, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,Cra 43A  # 1Sur - 188,2669,PROINTEGRAL SA,3182458380,2,6.1796865,-75.56665,SAN LUCAS,Casa,687-M1995361,Usado,S,0,0,4,845000000,Suroriente,5,38
Suroriente,"Zona para niños, Zonas verdes","Area lote 275 m², Area Terraza/Balcón 1 m², Circuito cerrado de TV, Piscina, Conjunto cerrado, Terraza/Balcón balcón, Vigilancia 24hrs","Citófonos, Cuarto de servicio, Estudio o biblioteca, Parqueadero cubierto, Zona de lavandería, Instalación de gas natural, Número de líneas teléfonicas 0, Calentador gas, Tipo de casa condominio, Tipo de comedor comedor independiente, Tipo de estufa gas, Tipo de parqueadero independiente, Tipo acabado de piso marmol, Tipo de piso en alcobas madera, Vista exterior",,257,257,4,Entre 10 y 20 años,venta,3,Medellín,"Casa de dos niveles en unidad cerrada sector la calera. Piso en marmol y madera, hall de acceso y de alcobas, comedor auxiliar y independiente, dos estudios, estar de tv, 3 alcobas con baño en la principal, cocina integral, balcon y parqueaderos independientes. Piscina, parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,Cra 43A  # 1Sur - 188,2669,PROINTEGRAL SA,3182458380,2,0,0,ALTOS DEL POBLADO,Casa,687-I1899145,Usado,S,0,0,3,1240000000,Suroriente,6,38
Otros,"Salón comunal, Zona para niños","Vista panorámica, Conjunto cerrado, Terraza/Balcón balcón, Vigilancia 24hrs","Calefacción, Estudio o biblioteca, Parqueadero cubierto, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso otro, Tipo de piso en alcobas otro",,223,270,4,Entre 10 y 20 años,venta,3,Medellín,"Venta de hermosa casa en el sector exclusivo de La Calera, con 270 mts area total y 223 mts construídos, en la primera planta cuenta con una comoda sala con chimenea comedor, baño social, cocina integral equipada, una amplia zona de ropas alcobas de servicio + baño un acogedor jardín, BBQ, y Bar. En la segunda planta 3 Alcobas cada una con baño, vestier y balcón. 2 parqueaderos cubiertos La unidad es completa de 52 casas, cuenta con psicina, salón social, juegos infantiles, y vigilancia las 24 horas. Cercana del Centro Comercial el Tesoro, Clinica del Rosarío, Colegio marymount, accesible a Las Palmas y a Los Balsos y cercano al Parque del Poblado. Vive con todas las comodidades de vivir con todo a la mano. Administración 617 mil pesos Predial Trimestral 1655 mil pesos Mira las fotos y contáctanos para una visita",La Calera,Cra 43 #31-89,5195,QUBIK PROPIEDAD RAIZ,3122274146,2,6.199697,-75.55515,EL TESORO,Casa,11164-3024848,Usado,S,,0,3,1200000000,Otros,6,102
Otros,"Cancha(s) de fútbol, Gimnasio, Salón comunal, Zona para niños, Zonas verdes","Ascensor, Circuito cerrado de TV, Piscina, Vista panorámica, Conjunto cerrado, Número de Ascensores 1, Terraza/Balcón balcón, Vigilancia 24hrs","Calefacción, Parqueadero cubierto, Equipado / amoblado, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso otro, Tipo de piso en alcobas otro",Sobre vía principal,67,67,1,Entre 5 y 10 años,venta,3,Medellín,"Casa en venta ubicada en Medellín, SANTA CRUZ DE LA ROSA. Acogedor y amplio inmueble de 67 mts, distribuidos de la siguiente forma 2 alcobas, 1 baño, sala y comedor amplio. No amoblada. En un sector muy tranquilo de Medellín, con fáciles vías de acceso, y transporte publico recurrente, sector tranquilo y muy residencial.",Santa Cruz De La Rosa,Cl 18 # 35 69,5441,PROPIEDADES Y PROYECTOS INMOBILIARIOS S.A.S.,3017479376,0,6.292351,-75.559265,SANTA CRUZ DE LA ROSA,Casa,11705-3291509,Usado,S,,0,2,135000000,Otros,null,102
,"Sendero peatonal, Zona para niños, Zonas verdes","Area lote 3028 m², Area Terraza/Balcón 20 m², Jardín, Vista panorámica, Conjunto cerrado, Número de Ascensores 0, Terraza/Balcón terraza","Tipo de cortinas persianas, Cuarto de servicio, Estudio o biblioteca, Zona de lavandería, Instalación de gas natural, Closets 4, Número de líneas teléfonicas 0, Calentador gas, Tipo de casa condominio, Tipo de cocina abierta, Tipo de comedor sala comedor, Deposito 1, Tipo de estufa gas, Tipo acabado de piso laminado, Tipo de piso en alcobas laminado, Tipo de piso en comedor laminado, Tipo de piso en estudio laminado, Tipo de piso en sala laminado, Vista exterior",,400,400,4,Entre 0 y 5 años,Venta y Arriendo,3,Medellín,"espectacular casa campestre moderna en altos del escobero, con posibilidad de tercera habitación, espacios abiertos, amplia, iluminada",altos del escobero,calle 85 N 16 -28 Ofi 1002,4340,LA VENTANA INMOBILIARIA SAS,3107835297,4,0,0,ALTOS DEL ESCOBERO,Casa,10091-M2697369,Usado,S,15000000,15000000,2,1600000000,,6,
Suroriente,Zonas verdes,"Conjunto cerrado, Vigilancia 24hrs","Chimenea, Cuarto de servicio, Estudio o biblioteca, Zona de lavandería, Calentador gas, Tipo de casa tradicional, Tipo de comedor comedor independiente, Tipo de parqueadero independiente, Vista exterior","Cerca centros comerciales, Cerca colegios / universidades, Cerca supermercados",486,486,4,Entre 10 y 20 años,venta,3,Medellín,"Casa en urbanizacion muy exclusiva y excelente estado, ubicada en sector El Tesoro Poblado. Cuenta con cuatrocientos ochenta y seismdos construidos en tres niveles, distribuidos en cuatro alcobas con bano, biblioteca y estar. Sala y comedor independientes, cocina integral de gran tamano con salida al jardin. Zona verde privada de mucha vegetacion con area de BBQ y chimenea. Garaje cubierto para dos carros. A pasos la Clinica El Rosario y muy cerca del C.Cial El Tesoro.",El Tesoro,calle 50 # 51-29 ,3640,ALBERTO ALVAREZ,3104145763,2,6.192413,-75.55638,LOS NARANJOS,Casa,4673-33629,Usado,S,,0,4,1400000000,Suroriente,6,38
Nororiente,,"Cerca centros comerciales, Cerca transporte público","Zona de lavandería, Tipo de casa tradicional, Tipo de comedor comedor independiente",,191.4,191.4,2,Entre 10 y 20 años,venta,3,Medellín,"Excelente casa lote parcialmente remodelada, cuenta con sala, comedor, cocina sencilla, cuatro alcobas, dos banos, patio y zona de Ropas. Cerca a sector comercial y sistema de transporte publico.",Sucre,calle 50 # 51-29 ,3640,ALBERTO ALVAREZ,3104145763,0,6.2449403,-75.55359,SUCRE,Casa,4673-34363,Usado,S,,0,4,350000000,Nororiente,3,36
Suroriente,"Salón comunal, Zona para niños, Zonas verdes","Circuito cerrado de TV, Jardín, Vista panorámica, Conjunto cerrado, Vigilancia 24hrs","Apto para niños, Cuarto de servicio, Parqueadero cubierto, Jacuzzi, Zona de lavandería, Instalación de gas natural, Se permite fumar, Calentador gas, Tipo de casa condominio, Tipo de cocina abierta, Tipo de comedor comedor independiente, Deposito 1, Tipo de estufa mixta, Tipo de parqueadero propio, Vista exterior","Cerca centros comerciales, Cerca colegios / universidades, Cerca supermercados, Cerca transporte público",366,366,5,Remodelado,venta,3,Medellín,"Lo mejor de dos mundos. Nos referimos a poder encontrar las áreas amplias y generosas de una casa tradicional, combinado con una grandiosa remodelación que logra destacar de manera formidable cada espacio de la casa, comenzando por una zona social integrada a una cocina diseñada por Akebia, pasando a una terraza con piscina 2x2 que se mimetiza con el entorno, terminando en una zona de alcobas independiente en donde se resaltan los baños y el amplio walking closet de la alcoba principal; todo esto, enmarcado en una tranquila y sofisticada unidad residencial ¡Llámanos y programa una cita para conocer tu nuevo hogar!",SAN LUCAS, Calle 16 A Sur No 48-32 of 807,5162,ONE Grupo Inmobiliario,3006170401,2,6.1814637,-75.56959,EL DIAMANTE No.2,Casa,11086-M2616678,Usado,S,0,0,4,1490000000,Suroriente,6,38
Suroriente,,"Area Terraza/Balcón 1 m², Terraza/Balcón balcón, Vigilancia 24hrs","Estudio o biblioteca, Jacuzzi, Instalación de gas natural, Closets 1, Tipo de casa tradicional, Tipo de comedor comedor independiente",,280,280,5,Entre 0 y 5 años,venta,3,Medellín,"Arriendo casa en el Poblado con 280m2 aprox,3 alcobas,5 baños,closet,2 vestier,sala,comedor,star,balcon,patio,cocina integral,red de gas,4 garajes,cuarto útil,juegos de niños,jacuzzy,portería 24 horas.",EL POBLADO,Calle 10 #43 DD-15,4840,DUQUE GIRALDO Y CIA,3148126709,4,6.1994185,-75.56427,URBANIZACION LINARES,Casa,10280-148006,Usado,S,0,0,3,1500000000,Suroriente,6,38
Suroriente,"Salón comunal, Zona para niños, Zonas verdes","Area lote 328 m², Area Terraza/Balcón 1 m², Circuito cerrado de TV, Piscina, Conjunto cerrado, Número de Ascensores 0, Terraza/Balcón terraza, Vigilancia 24hrs","Citófonos, Cuarto de servicio, Estudio o biblioteca, Parqueadero cubierto, Hall de alcobas, Zona de lavandería, Instalación de gas natural, Closets 3, Calentador gas, Tipo de casa condominio, Tipo de cocina otra, Tipo de comedor comedor independiente, Tipo de estufa gas, Tipo acabado de piso madera",,328,328,5,Entre 10 y 20 años,venta,3,Medellín,"Casa en unidad cerrada en el sector de san lucas a una cuadra del senior´s club, bioforma, iglesia, rutas de transporte publico, esta sobre una vía principal de fácil acceso. Piso en madera, dos niveles, hall de acceso, sala y comedor independientes, estudio, biblioteca, estar de tv, 4 alcobas mas la de servicio con baño en cada una, cocina integral, terraza y parqueaderos cubiertos. Cuenta con piscina, salon social, parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,Cra 43A  # 1Sur - 188,2669,PROINTEGRAL SA,3182458380,2,6.1866913,-75.56865,LOS BALSOS No.1,Casa,687-M2715190,Usado,S,0,0,4,940000000,Suroriente,6,38
,"Zona para niños, Zonas verdes","Area lote 630 m², Area Terraza/Balcón 1 m², Ascensor, Circuito cerrado de TV, Jardín, Conjunto cerrado, Número de Ascensores 1, Terraza/Balcón terraza, Vigilancia 24hrs","Ancho 0 m, Alarma, Citófonos, Cuarto de servicio, Estudio o biblioteca, Parqueadero cubierto, Zona de lavandería, Fondo 0 m, Instalación de gas natural, Closets 1, Número de líneas teléfonicas 0, Calentador gas, Tipo de casa condominio, Tipo de comedor comedor independiente, Deposito 1, Tipo de estufa gas, Tipo de parqueadero independiente, Tipo acabado de piso marmol, Tipo de piso en alcobas madera, Vista exterior",,355,355,4,Entre 10 y 20 años,venta,3,Medellín,"Casa en unidad cerrada en la Calera sector exclusivo con fácil acceso desde la Superior y cercano a los colegios Marymount y Los Cedros. Sector tranquilo, transito de solo residentes Piso en mármol y madera, dos niveles, sala y comedor independientes,estudio, estar de tv, 3 alcobas mas la de servicio con baño en cada una, sauna, cocina integral tipo isla, ascensor para el segundo nivel, amplio balcón y terraza, parqueaderos independientes 2 cubiertos y 2 descubiertos. Unidad con parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,Cra 43A  # 1Sur - 188,2669,PROINTEGRAL SA,3182458380,4,6.180877,-75.66134,EL POBLADO,Casa,687-M2608452,Usado,S,0,0,3,2290000000,,6,
,Zona de BBQ,"Area lote 601 m², Circuito cerrado de TV, Jardín, Conjunto cerrado, Terraza/Balcón balcón, Vigilancia 24hrs","Chimenea, Citófonos, Cuarto de servicio, Estudio o biblioteca, Instalación de gas natural, Calentador gas, Tipo de casa tradicional, Tipo de comedor comedor independiente, Tipo de parqueadero independiente, Tipo acabado de piso marmol, Tipo de piso en alcobas marmol, Tipo de piso en estudio marmol, Vista exterior","Cerca colegios / universidades, Cerca transporte público, Sobre vía secundaria",601,520,5,Entre 10 y 20 años,venta,3,Medellín,NOTA Precio de contado y para recibir o permutar,El Poblado,Calle 5a # 43B-25 LOCAL 106,3477,Arrendamientos Merino Hermanos y Cia Ltda,3104513722,2,6.1861963,-75.660065,EL POBLADO,Casa,5076-206042,Usado,S,,0,5,2080000000,,6,
Nororiente,"Cancha(s) de fútbol, Salón comunal, Zona para niños, Zonas verdes","Piscina, Conjunto cerrado, Número de Ascensores 1, Terraza/Balcón balcón, Vigilancia 24hrs","Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol",,94,94,3,Entre 5 y 10 años,venta,3,Medellín,"Cómoda casa unifamiliar en venta, con un área de 94 metros aproximadamente por confirmar sobre escrituras, sector La Milagrosa, 1 piso, estrato 3 en Unidad Cerrada. Sus tres niveles nos ofrecen las comodidades de sala comedor, tres alcobas, tres closets cada una, sala de estar, dos baños privados y un baño social enchapados, con cortina práctica cocina integral mixta con extractor, anaqueles inferiores y superiores, patio, zona de ropas, balcón y ventanal. Piso en cerámica, pi",CATALUÑA,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,2,6.231689,-75.55369,CATALUÑA,Casa,2895-1258893,Usado,S,,0,3,220000000,Nororiente,3,36
Suroccidente,"Salón comunal, Zonas verdes","Circuito cerrado de TV, Jardín, Piscina, Conjunto cerrado, Vigilancia 24hrs","Calefacción, Cuarto de servicio, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso otro, Tipo de piso en alcobas otro",,145,145,4,Más de 20 años,venta,3,Medellín,"Hermosa casa para la venta, ubicada en Belen la Mota. Cerca al Mall la mota, Clinica Las Americas, Mall la gran vía y centro comercial Arkadia. Cerca al aeroparque Juan Pablo II y al Club el Rodeo. Area de 145m2, dos pisos. Primer piso Sala, comedor, Patio, Cocina, Alcoba de servicio con baño y baño social. Segundo piso tres alcobas principal con baño y baño social. Parqueadero con posibilidad de parquear segundo vehiculo en espacio que cede la administración. Unidad cuenta con porteria 24 horas, Juegos Infantiles, cancha polideportiva, Piscina y Salon Social. Excelentes rutas de transporte, muy cerca a la avenida 80.",BELEN DE LA MOTA,CARRERA 76 12-47 MEDELLIN,5319,GRUGES INMOBILIARIO,3233354313,1,6.216738,-75.59378,DIEGO ECHAVARRIA,Casa,11318-2910551,Usado,S,0,0,3,530000000,Suroccidente,5,37
Noroccidente,,"Area Terraza/Balcón 2 m², Terraza/Balcón balcón","Estudio o biblioteca, Zona de lavandería, Instalación de gas natural, Tipo de casa tradicional, Tipo de comedor sala comedor, Tipo acabado de piso marmol, Tipo de piso en alcobas otro",,230,230,4,Más de 20 años,venta,3,Medellín,"Venta La Castellana Casa lote 8.50 frente x 26 de fondo. Precio negociable. Óptimo para construir permiso para siete matrículas inmobiliarias doble mixtura, óptimo para habitar alcantarillado, piso, ducto de gas remodelados. Tres alcobas grandes, sala comedor y cocina amplios. Patio interior y patio trasero dos patios. S1M52L4CH41.",LA CASTELLANA,CARRERA 76 12-47 MEDELLIN,5319,GRUGES INMOBILIARIO,3015919967,1,6.2443023,-75.60505,LA CASTELLANA,Casa,11318-3291308,Usado,S,0,0,3,760000000,Noroccidente,5,35
Noroccidente,"Zona para niños, Zonas verdes","Conjunto cerrado, Número de Ascensores 1, Vigilancia 24hrs","Calefacción, Zona de lavandería, Instalación de gas natural, Piso 0, Tipo de comedor sala comedor, Tipo acabado de piso marmol, Tipo de piso en alcobas otro",,112,112,2,Entre 10 y 20 años,venta,3,Medellín,"COD.17063 Maravilloso apartamento en venta, ambiente campestre rodeado de linda naturaleza, cercano a Instituciones Educativas, locales comerciales y diversas vías de acceso, área de 112 metros aproximadamente, sector Los Balsos en El Poblado, 1 piso, estrato 6 en Unidad Cerrada. Nos ofrecen sus iluminados espacios, zona social de sala comedor, tres alcobas, cuatro closets, alcoba de servicio con su correspondiente baño sencillo, un baño privado y un baño social enchapados, ca",LOS BALSOS No.1,CALLE 12 # 43 B 45,3003,MONOPOLIO INMOBILIARIO,3166904561,1,6.2974467,-75.567024,GIRARDOT,Casa,2895-1636918,Usado,S,1000000,1000000,3,420000000,Noroccidente,6,35
